PLAYER NAME,TEAM,PROJ. FPTS,Position,Salary,Injury Indicator
Justin Herbert,LAC,21.7,QB,8500.0,
Lamar Jackson,BAL,21.7,QB,8400.0,
Deshaun Watson,HOU,20.9,QB,7700.0,
Ben Roethlisberger,PIT,19.9,QB,8000.0,
Cam Newton,NE,19.3,QB,7600.0,
Aaron Rodgers,GB,18.5,QB,9000.0,
Matt Ryan,ATL,18.1,QB,7800.0,
Joe Burrow,CIN,17.9,QB,7700.0,
Matthew Stafford,DET,17.7,QB,7500.0,Q
Carson Wentz,PHI,17.3,QB,7400.0,
Tua Tagovailoa,MIA,16.7,QB,6700.0,
Alex Smith,WAS,16.3,QB,6600.0,
Kirk Cousins,MIN,16.2,QB,7100.0,
Ryan Tannehill,TEN,15.9,QB,7300.0,
Philip Rivers,IND,15.8,QB,7000.0,
Drew Lock,DEN,15.2,QB,6800.0,Q
Teddy Bridgewater,CAR,14.7,QB,7200.0,Q
Andy Dalton,DAL,14.7,QB,6900.0,
Baker Mayfield,CLE,14.4,QB,7000.0,
Phillip Walker,CAR,13.8,QB,6500.0,
Joe Flacco,NYJ,12.8,QB,6100.0,
Jake Luton,JAC,12.6,QB,6500.0,
Jalen Hurts,PHI,1.6,QB,6100.0,
Jameis Winston,NO,1.4,QB,7200.0,
Ryan Finley,CIN,0.9,QB,6000.0,
David Blough,DET,0.9,QB,6000.0,
Matt Schaub,ATL,0.9,QB,6000.0,
James Morgan,NYJ,0.8,QB,6000.0,
Dwayne Haskins,WAS,0.8,QB,6500.0,
Jarrett Stidham,NE,0.8,QB,6300.0,
Tyrod Taylor,LAC,0.8,QB,6400.0,Q
Will Grier,CAR,0.8,QB,6000.0,
Case Keenum,CLE,0.7,QB,6500.0,
Mason Rudolph,PIT,0.7,QB,6000.0,
Nate Sudfeld,PHI,0.7,QB,6000.0,
Chase Daniel,DET,0.7,QB,6000.0,
Ryan Fitzpatrick,MIA,0.7,QB,6200.0,
Brett Rypien,DEN,0.7,QB,6100.0,
Garrett Gilbert,DAL,0.6,QB,6500.0,
Jacoby Brissett,IND,0.5,QB,6000.0,
Robert Griffin III,BAL,0.5,QB,6000.0,
AJ McCarron,HOU,0.4,QB,6000.0,
Sean Mannion,MIN,0.4,QB,6000.0,
Logan Woodside,TEN,0.4,QB,6000.0,
Tim Boyle,GB,0.3,QB,6000.0,
